TARGET_FID,ORIG_SEQ,len_km,StartXUTM,EndXUTM,StartYUTM,EndYUTM,MidXUTM,MidYUTM,POPULATION,SPAWNMILES,NTOSORDER,STRATA,ACRES,HECTARES,TYPE,Shape_Leng,Shape_Length
141,142,0.693838619,412620.2973,413166.2803,4736793.46,4736970.892,412884.1842,4736937.9,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,693.8385838
142,141,0.999601404,412661.6376,412620.2973,4735818.69,4736793.46,412684.6076,4736303.321,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.6013649
143,143,0.30573801,483003.9814,483228.5702,4737209.86,4737014.996,483103.9857,4737105.56,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,305.7380125
144,144,0.927345792,483228.5702,483638.1886,4737014.996,4736214.203,483405.979,4736611.098,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,927.3458052
145,145,0.072168587,483003.9814,483075.6658,4737209.86,4737214.452,483040.0278,4737209.103,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,72.16850318
146,147,0.188594241,483920.0361,484101.0166,4737603.447,4737554.021,484008.8345,4737571.91,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,188.5942306
147,146,0.999517702,483075.6658,483920.0361,4737214.452,4737603.447,483450.0647,4737526.038,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5176806
148,148,0.810928847,469517.1077,469285.4201,4736849.016,4737481.6,469426.1429,4737186.191,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,810.9288031
149,150,0.197959112,469177.7793,469133.1077,4738335.71,4738502.016,469159.373,4738417.952,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,197.9591468
150,149,0.999527431,469285.4201,469177.7793,4737481.6,4738335.71,469123.5264,4737903.505,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5274522
151,151,0.801565851,469517.1077,469913.0893,4736849.016,4737385.052,469715.0333,4737111.682,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,801.5658348
152,154,0.065169826,470181.2518,470176.6384,4739104.423,4739166.137,470174.1083,4739135.289,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,65.16983898
153,153,0.999529657,470236.354,470181.2518,4738187.263,4739104.423,470158.7347,4738652.75,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5295334
154,152,0.999526155,469913.0893,470236.354,4737385.052,4738187.263,470184.0436,4737746.478,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5262011
155,155,0.9344302,408570.1118,407981.285,4735085.91,4734544.143,408210.2815,4734853.489,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,934.4303329
156,158,0.73562005,406144.5112,405538.4048,4734393.144,4734175.422,405821.4126,4734360.986,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,735.6200042
157,157,0.999607115,407081.1447,406144.5112,4734616.985,4734393.144,406623.2531,4734471.354,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.6071191
158,156,0.999605375,407981.285,407081.1447,4734544.143,4734616.985,407555.9252,4734576.307,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.6054068
159,159,0.263964632,478856.6052,479091.7054,4737363.869,4737256.819,478979.8538,4737324.584,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,263.9645744
160,160,0.39440102,479091.7054,479449.0021,4737256.819,4737395.008,479263.1927,4737336.078,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,394.401098
161,161,0.605118835,478856.6052,478805.6546,4737363.869,4737920.178,478868.4274,4737641.273,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,605.1189008
162,162,0.696498737,478805.6546,478316.2987,4737920.178,4738329.036,478561.1461,4738161.714,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,696.4986808
163,163,0.303022558,479449.0021,479593.0916,4737395.008,4737137.386,479503.5543,4737262.051,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,303.0225355
164,165,0.487653381,480327.9113,480364.2356,4736514.841,4736042.871,480382.4348,4736278.803,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,487.6532905
165,164,0.999516579,479593.0916,480327.9113,4737137.386,4736514.841,479937.6368,4736817.752,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5165957
166,166,0.511863608,479449.0021,479766.6841,4737395.008,4737762.044,479634.5293,4737560.529,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,511.8636373
167,167,0.276554944,479766.6841,479944.6055,4737762.044,4737967.875,479841.6091,4737879.819,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,276.5549649
168,168,0.722966012,481142.6062,480826.1764,4737821.884,4738329.677,480941.8248,4738018.416,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,722.9658137
169,169,0.337165085,480826.1764,480654.6116,4738329.677,4738533.866,480666.9443,4738415.458,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,337.1650485
170,170,0.662368128,452460.7665,452069.3434,4736957.783,4736554.622,452304.9767,4736684.275,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,662.368165
171,174,0.335447449,450416.175,450186.7661,4734887.83,4734728.783,450312.7662,4734808.36,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,335.447453
172,173,0.99953465,450906.098,450416.175,4735590.284,4734887.83,450709.746,4735182.588,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5346389
173,172,0.999536281,451656.3417,450906.098,4735940.777,4735590.284,451248.1681,4735803.031,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5361612
174,171,0.999537003,452069.3434,451656.3417,4736554.622,4735940.777,451873.7867,4736210.363,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5371239
175,175,0.664134371,408386.1579,408559.4765,4735611.419,4735098.218,408542.2623,4735369.957,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,664.1343945
176,176,0.016311337,408559.4765,408570.1118,4735098.218,4735085.91,408564.4384,4735091.789,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,16.31128137
177,177,0.983210721,486419.6706,486451.5594,4738065.464,4738961.394,486456.1674,4738512.412,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,983.2106395
178,180,0.372720436,485139.2743,484866.6444,4740327.493,4740545.861,484984.0498,4740422.046,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,372.720468
179,179,0.999526941,485811.0875,485139.2743,4739653.136,4740327.493,485534.6514,4740035.225,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.526891
180,178,0.999523945,486451.5594,485811.0875,4738961.394,4739653.136,486185.7952,4739412.769,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5239496
181,181,0.62680367,479944.6055,480458.6414,4737967.875,4738202.819,480199.9916,4738052.816,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,626.8037529
182,182,0.431049283,480458.6414,480582.611,4738202.819,4738581.87,480493.2126,4738381.381,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,431.0493289
183,183,0.568473407,480654.6116,481117.6857,4738533.866,4738470.482,480889.3358,4738504.364,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,568.4733761
184,186,0.680825909,482486.6095,483003.9814,4737581.791,4737209.86,482759.7764,4737409.169,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,680.8259748
185,185,0.999519524,481736.3468,482486.6095,4737984.553,4737581.791,482150.6166,4737833.867,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5195511
186,184,0.999521387,481117.6857,481736.3468,4738470.482,4737984.553,481422.0026,4738215.109,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5213265
187,187,0.087141738,480582.611,480654.6116,4738581.87,4738533.866,480616.8368,4738555.56,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,87.14187011
188,188,0.231551756,480582.611,480716.8275,4738581.87,4738745.624,480624.9554,4738679.216,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,231.5517969
189,194,0.430664277,484477.3726,484866.6444,4740630.688,4740545.861,484682.1316,4740608.191,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,430.6642538
190,193,0.999529575,483580.7516,484477.3726,4740653.872,4740630.688,484029.0635,4740585.866,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.529579
191,192,0.999530194,482642.7363,483580.7516,4740552.387,4740653.872,483111.7402,4740673.862,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.530235
192,191,0.999528759,482265.6113,482642.7363,4739791.681,4740552.387,482452.0613,4740224.154,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5287916
193,190,0.99952661,481468.4521,482265.6113,4739373.112,4739791.681,481864.3092,4739648.347,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5266766
194,189,0.999524868,480716.8275,481468.4521,4738745.624,4739373.112,481096.0983,4739056.511,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5247685
195,195,0.56886556,466655.1075,467008.7261,4738280.017,4737948.527,466898.2939,4738180.801,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,568.8655899
196,199,0.863669529,467828.2224,467918.1075,4735760.151,4735085.016,467882.803,4735414.737,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,863.6695184
197,198,0.999521405,467662.5764,467828.2224,4736468.53,4735760.151,467778.1437,4736144.449,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.521256
198,197,0.99952442,467423.1717,467662.5764,4737219.019,4736468.53,467555.795,4736849.276,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5242032
199,196,0.999527561,467008.7261,467423.1717,4737948.527,4737219.019,467201.5719,4737562.024,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5275836
200,200,0.13585076,466655.1075,466603.8082,4738280.017,4738391.832,466640.8542,4738340.296,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,135.8507475
201,203,0.056669928,466170.2958,466201.7926,4740057.895,4740099.92,466182.9364,4740082.094,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,56.66988772
202,202,0.999536568,466169.4915,466170.2958,4739170.606,4740057.895,466078.1538,4739603.473,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5366038
203,201,0.999533092,466603.8082,466169.4915,4738391.832,4739170.606,466340.0567,4738782.208,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5330289
204,204,0.9429845,387504.1763,386721.4392,4735870.114,4736035.712,387108.1656,4735999.604,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,942.9845274
205,208,0.999675284,385019.4188,384588.1885,4737469.472,4738199.134,384647.0956,4737734.012,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6752324
206,207,0.999671106,385416.4644,385019.4188,4736744.287,4737469.472,385218.4462,4737109.428,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.671174
207,206,0.99966796,385937.6085,385416.4644,4736355.001,4736744.287,385635.8676,4736640.146,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6678468
208,205,0.99966415,386721.4392,385937.6085,4736035.712,4736355.001,386314.9867,4736140.631,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6640929
209,211,0.605711286,384796.2405,385014.2273,4739745.82,4740241.189,384935.458,4739990.502,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,605.7113604
210,210,0.999681984,384497.5203,384796.2405,4739046.189,4739745.82,384596.8722,4739391.365,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6819381
211,209,0.999679045,384588.1885,384497.5203,4738199.134,4739046.189,384434.2118,4738640.277,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6789783
212,212,0.393912261,465557.6565,465924.4202,4738285.41,4738255.739,465742.2246,4738304.086,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,393.9122741
213,213,0.846655416,465924.4202,466655.1075,4738255.739,4738280.017,466297.6807,4738221.999,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,846.655316
214,214,0.152889736,403256.8213,403187.1987,4736570.384,4736703.895,403231.0494,4736641.662,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,152.8897611
215,217,0.999632447,402834.1292,402461.9906,4738176.237,4738953.773,402666.1638,4738624.978,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6322972
216,216,0.999628773,402764.436,402834.1292,4737266.117,4738176.237,402807.22,4737722.357,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6288572
217,215,0.999625811,403187.1987,402764.436,4736703.895,4737266.117,402877.4335,4736952.756,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,999.6258413
218,218,0.638431352,402461.9906,402048.377,4738953.773,4739293.005,402356.3403,4739203.651,Sixes,28,56,Mid-South Coast,85889.64641,34758.44575,Potentially Independent,354550.9763,638.4314075
219,219,0.361191219,415912.79,416180.8082,4737540.784,4737555.311,416063.8375,4737477.532,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,361.1913605
220,220,0.357736663,416180.8082,416453.8772,4737555.311,4737724.385,416328.3551,4737573.375,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,357.7366671
221,221,0.6418243,460718.48,460981.5261,4738983.974,4739558.506,460854.6279,4739269.894,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,641.8242782
222,222,0.049923898,460981.5261,461000.2919,4739558.506,4739604.32,460993.1522,4739580.211,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,49.92395552
223,223,0.949670464,416453.8772,416891.4436,4737724.385,4736932.355,416762.3349,4737364.656,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,949.6704361
224,224,0.927757436,416891.4436,417674.9519,4736932.355,4736479.875,417243.835,4736668.575,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,927.7573652
225,225,0.071836427,416453.8772,416499.0336,4737724.385,4737778.558,416474.2083,4737754.245,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,71.83633348
226,227,0.999603938,416731.0908,416609.7188,4738564.155,4739453.688,416594.3108,4738951.896,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.6038639
227,226,0.999600132,416499.0336,416731.0908,4737778.558,4738564.155,416824.2464,4738163.393,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,999.6001913
228,228,0.182244657,416609.7188,416719.1542,4739453.688,4739572.401,416670.9489,4739490.597,Coquille,277.9,52,Mid-South Coast,676794.848,273890.2533,Functionally Independent,965425.0388,182.244803
229,229,0.222891877,452076.7664,452282.647,4738841.783,4738901.438,452179.7527,4738862.816,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,222.891853
230,230,0.594411311,512085.689,512294.5064,4740845.975,4741365.877,512196.0533,4741102.1,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,594.4113173
231,231,0.999533073,512294.5064,512316.7327,4741365.877,4742238.105,512364.2577,4741775.9,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5330442
232,232,0.180942661,512316.7327,512308.7005,4742238.105,4742414.974,512304.9973,4742326.864,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,180.9426677
233,233,0.81860613,447906.7662,447805.4357,4739033.783,4738373.009,447814.2221,4738749.731,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,818.6060156
234,240,0.029757671,444795.9158,444785.8257,4735092,4735064.324,444792.3215,4735077.685,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,29.75767309
235,239,0.999543309,444852.778,444795.9158,4735975.752,4735092,444714.63,4735527.074,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.543333
236,238,0.999546,445480.8072,444852.778,4736568.904,4735975.752,445108.2219,4736364.79,South Umpqua,0,49,Umpqua,1153001.848,466605.1598,Functionally Independent,1369845.569,999.5459049
